smiles,pka_values,functional_groups,mapping,pka_matrix
CSCCN(CC(O)=O)CC(O)=O,"[2.05, 8.9]","[{'type': 'COOH', 'indices': [7]}, {'type': 'COOH', 'indices': [11]}, {'type': 'TertiaryAmine', 'indices': [4]}]","{'2.05': {'type': 'COOH', 'indices': [7]}, '8.9': {'type': 'TertiaryAmine', 'indices': [4]}}","[(7, 2.05), (4, 8.9)]"
CCC[S](O)(=O)=O,[1.53],"[{'type': 'SulfonicAcid', 'indices': [4]}]","{'1.53': {'type': 'SulfonicAcid', 'indices': [4]}}","[(4, 1.53)]"
OCCCCc1ccncc1,[6.01],"[{'type': 'Pyridine', 'indices': [8]}]","{'6.01': {'type': 'Pyridine', 'indices': [8]}}","[(8, 6.01)]"
CCc1ccc(NC(=O)CN(CC(O)=O)CC(O)=O)c(CC)c1,"[2.14, 5.77]","[{'type': 'COOH', 'indices': [13]}, {'type': 'COOH', 'indices': [17]}, {'type': 'TertiaryAmine', 'indices': [10]}]","{'2.14': {'type': 'COOH', 'indices': [13]}, '5.77': {'type': 'COOH', 'indices': [17]}}","[(13, 2.14), (17, 5.77)]"
Oc1cc2ccc(cc2cc1[S](O)(=O)=O)[S](O)(=O)=O,[9.14],"[{'type': 'SulfonicAcid', 'indices': [12]}, {'type': 'SulfonicAcid', 'indices': [16]}, {'type': 'Phenol', 'indices': [0]}]","{'9.14': {'type': 'Phenol', 'indices': [0]}}","[(0, 9.14)]"
C[C@@H](O)[C@H](N)C(O)=O,"[2.23, 9.0]","[{'type': 'COOH', 'indices': [6]}, {'type': 'PrimaryAmine', 'indices': [4]}]","{'2.23': {'type': 'COOH', 'indices': [6]}, '9.0': {'type': 'PrimaryAmine', 'indices': [4]}}","[(6, 2.23), (4, 9.0)]"
NCCCCN,"[9.81, 10.95]","[{'type': 'PrimaryAmine', 'indices': [0]}, {'type': 'PrimaryAmine', 'indices': [5]}]","{'9.81': {'type': 'PrimaryAmine', 'indices': [0]}, '10.95': {'type': 'PrimaryAmine', 'indices': [5]}}","[(0, 9.81), (5, 10.95)]"
C[Se]CCN,[9.42],"[{'type': 'PrimaryAmine', 'indices': [4]}]","{'9.42': {'type': 'PrimaryAmine', 'indices': [4]}}","[(4, 9.42)]"
NCCCCSCCCN,"[9.81, 10.51]","[{'type': 'PrimaryAmine', 'indices': [0]}, {'type': 'PrimaryAmine', 'indices': [9]}]","{'9.81': {'type': 'PrimaryAmine', 'indices': [0]}, '10.51': {'type': 'PrimaryAmine', 'indices': [9]}}","[(0, 9.81), (9, 10.51)]"
[Cl-].NC12CC3CC(CC(C3)C1)C2.[H+],[10.55],"[{'type': 'PrimaryAmine', 'indices': [1]}]","{'10.55': {'type': 'PrimaryAmine', 'indices': [1]}}","[(1, 10.55)]"
CNC(=O)[C@H](CCSC)NC(=O)[C@@H](N)Cc1ccccc1,[7.15],"[{'type': 'PrimaryAmine', 'indices': [13]}]","{'7.15': {'type': 'PrimaryAmine', 'indices': [13]}}","[(13, 7.15)]"
CC(C)C[C@H](N)C(=O)NCC(=O)N[C@H](CC(C)C)C(O)=O,"[3.32, 7.79]","[{'type': 'COOH', 'indices': [19]}, {'type': 'PrimaryAmine', 'indices': [5]}]","{'3.32': {'type': 'COOH', 'indices': [19]}, '7.79': {'type': 'PrimaryAmine', 'indices': [5]}}","[(19, 3.32), (5, 7.79)]"
OC(=O)C[S](=O)(=O)CC(O)=O,"[1.8, 2.7]","[{'type': 'COOH', 'indices': [0]}, {'type': 'COOH', 'indices': [9]}]","{'1.8': {'type': 'COOH', 'indices': [0]}, '2.7': {'type': 'COOH', 'indices': [9]}}","[(0, 1.8), (9, 2.7)]"
N[C@@H](Cc1ccc(O)cc1)C(=O)NCC(O)=O,"[3.14, 7.62, 9.92]","[{'type': 'COOH', 'indices': [15]}, {'type': 'Phenol', 'indices': [7]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'3.14': {'type': 'COOH', 'indices': [15]}, '7.62': {'type': 'PrimaryAmine', 'indices': [0]}, '9.92': {'type': 'Phenol', 'indices': [7]}}","[(15, 3.14), (0, 7.62), (7, 9.92)]"
Oc1ccccc1C#N,[6.86],"[{'type': 'Phenol', 'indices': [0]}]","{'6.86': {'type': 'Phenol', 'indices': [0]}}","[(0, 6.86)]"
OC(=O)c1cc(ccc1O)[N+]([O-])=O,"[1.99, 9.95]","[{'type': 'COOH', 'indices': [0]}, {'type': 'Phenol', 'indices': [9]}]","{'1.99': {'type': 'COOH', 'indices': [0]}, '9.95': {'type': 'Phenol', 'indices': [9]}}","[(0, 1.99), (9, 9.95)]"
CN(CC(O)=O)C(N)=N,[2.63],"[{'type': 'COOH', 'indices': [4]}, {'type': 'SecondaryAmine', 'indices': [8]}, {'type': 'TertiaryAmine', 'indices': [1]}, {'type': 'PrimaryAmine', 'indices': [7]}]","{'2.63': {'type': 'COOH', 'indices': [4]}}","[(4, 2.63)]"
COc1ccc(CC(O)=O)cc1,[4.36],"[{'type': 'COOH', 'indices': [8]}]","{'4.36': {'type': 'COOH', 'indices': [8]}}","[(8, 4.36)]"
OC(=O)C(C(O)=O)c1ccccc1,"[2.35, 5.21]","[{'type': 'COOH', 'indices': [0]}, {'type': 'COOH', 'indices': [5]}]","{'2.35': {'type': 'COOH', 'indices': [0]}, '5.21': {'type': 'COOH', 'indices': [5]}}","[(0, 2.35), (5, 5.21)]"
OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,[2.68],"[{'type': 'COOH', 'indices': [0]}]","{'2.68': {'type': 'COOH', 'indices': [0]}}","[(0, 2.68)]"
Nc1ccc(C(N)=O)c(O)c1,"[3.0, 9.11]","[{'type': 'Phenol', 'indices': [9]}, {'type': 'Aniline', 'indices': [0]}]","{'3.0': {'type': 'Aniline', 'indices': [0]}, '9.11': {'type': 'Phenol', 'indices': [9]}}","[(0, 3.0), (9, 9.11)]"
CCC1=C(O)C(=O)C=CO1,[8.56],"[{'type': 'Phenol', 'indices': [4]}]","{'8.56': {'type': 'Phenol', 'indices': [4]}}","[(4, 8.56)]"
CN(C)c1cc(nc(c1)C(O)=O)C(O)=O,"[1.5, 9.77]","[{'type': 'COOH', 'indices': [10]}, {'type': 'COOH', 'indices': [13]}, {'type': 'Pyridine', 'indices': [6]}, {'type': 'TertiaryAmine', 'indices': [1]}]","{'1.5': {'type': 'COOH', 'indices': [10]}, '9.77': {'type': 'TertiaryAmine', 'indices': [1]}}","[(10, 1.5), (1, 9.77)]"
CNC(=S)C(N)=S,"[11.11, 13.8]","[{'type': 'SecondaryAmine', 'indices': [1]}, {'type': 'PrimaryAmine', 'indices': [5]}]","{'11.11': {'type': 'PrimaryAmine', 'indices': [5]}, '13.8': {'type': 'SecondaryAmine', 'indices': [1]}}","[(5, 11.11), (1, 13.8)]"
O[C@@H](C=O)[C@@H](O)[C@H](O)[C@H](O)C(O)=O,[3.04],"[{'type': 'COOH', 'indices': [11]}]","{'3.04': {'type': 'COOH', 'indices': [11]}}","[(11, 3.04)]"
OC(=O)CN(CC(O)=O)CC(=O)Nc1ccccc1,"[2.07, 6.1]","[{'type': 'COOH', 'indices': [0]}, {'type': 'COOH', 'indices': [7]}, {'type': 'TertiaryAmine', 'indices': [4]}]","{'2.07': {'type': 'COOH', 'indices': [0]}, '6.1': {'type': 'COOH', 'indices': [7]}}","[(0, 2.07), (7, 6.1)]"
Oc1ccccc1,[9.81],"[{'type': 'Phenol', 'indices': [0]}]","{'9.81': {'type': 'Phenol', 'indices': [0]}}","[(0, 9.81)]"
OC(=O)CN(CC(O)=O)c1ccc(cc1)C(O)=O,"[2.31, 4.28, 5.2]","[{'type': 'COOH', 'indices': [0]}, {'type': 'COOH', 'indices': [7]}, {'type': 'COOH', 'indices': [16]}, {'type': 'TertiaryAmine', 'indices': [4]}]","{'2.31': {'type': 'COOH', 'indices': [0]}, '4.28': {'type': 'COOH', 'indices': [7]}, '5.2': {'type': 'COOH', 'indices': [16]}}","[(0, 2.31), (7, 4.28), (16, 5.2)]"
CCOCC(O)=O,[3.58],"[{'type': 'COOH', 'indices': [5]}]","{'3.58': {'type': 'COOH', 'indices': [5]}}","[(5, 3.58)]"
C[C@H](N)C(=O)N[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(O)=O,"[3.11, 7.88]","[{'type': 'COOH', 'indices': [19]}, {'type': 'PrimaryAmine', 'indices': [2]}]","{'3.11': {'type': 'COOH', 'indices': [19]}, '7.88': {'type': 'PrimaryAmine', 'indices': [2]}}","[(19, 3.11), (2, 7.88)]"
Oc1ccc2cc(ccc2c1)[S](O)(=O)=O,[8.9],"[{'type': 'SulfonicAcid', 'indices': [12]}, {'type': 'Phenol', 'indices': [0]}]","{'8.9': {'type': 'Phenol', 'indices': [0]}}","[(0, 8.9)]"
COc1ccc(CN)cc1,[9.56],"[{'type': 'PrimaryAmine', 'indices': [7]}]","{'9.56': {'type': 'PrimaryAmine', 'indices': [7]}}","[(7, 9.56)]"
OC(=O)CCC(O)=O,"[4.11, 5.31]","[{'type': 'COOH', 'indices': [0]}, {'type': 'COOH', 'indices': [6]}]","{'4.11': {'type': 'COOH', 'indices': [0]}, '5.31': {'type': 'COOH', 'indices': [6]}}","[(0, 4.11), (6, 5.31)]"
OCCNC(=S)C(=S)NCCO,[11.07],"[{'type': 'SecondaryAmine', 'indices': [3]}, {'type': 'SecondaryAmine', 'indices': [8]}]","{'11.07': {'type': 'SecondaryAmine', 'indices': [3]}}","[(3, 11.07)]"
CC(C)(N)C(=O)NC(C)(C)C(N)=O,[7.93],"[{'type': 'PrimaryAmine', 'indices': [3]}]","{'7.93': {'type': 'PrimaryAmine', 'indices': [3]}}","[(3, 7.93)]"
C[C@H](NC(=O)[C@@H](N)CCCCN)C(O)=O,"[3.11, 7.51, 10.59]","[{'type': 'COOH', 'indices': [13]}, {'type': 'PrimaryAmine', 'indices': [6]}, {'type': 'PrimaryAmine', 'indices': [11]}]","{'3.11': {'type': 'COOH', 'indices': [13]}, '7.51': {'type': 'PrimaryAmine', 'indices': [6]}, '10.59': {'type': 'PrimaryAmine', 'indices': [11]}}","[(13, 3.11), (6, 7.51), (11, 10.59)]"
C1CCCNCCCNCCCNCCCCCCCNCCCNCCCNCCC1,"[7.3, 7.9, 9.6, 9.85, 10.7, 10.9]","[{'type': 'SecondaryAmine', 'indices': [4]}, {'type': 'SecondaryAmine', 'indices': [8]}, {'type': 'SecondaryAmine', 'indices': [12]}, {'type': 'SecondaryAmine', 'indices': [20]}, {'type': 'SecondaryAmine', 'indices': [24]}, {'type': 'SecondaryAmine', 'indices': [28]}]","{'7.3': {'type': 'SecondaryAmine', 'indices': [4]}, '7.9': {'type': 'SecondaryAmine', 'indices': [8]}, '9.6': {'type': 'SecondaryAmine', 'indices': [12]}, '9.85': {'type': 'SecondaryAmine', 'indices': [20]}, '10.7': {'type': 'SecondaryAmine', 'indices': [24]}, '10.9': {'type': 'SecondaryAmine', 'indices': [28]}}","[(4, 7.3), (8, 7.9), (12, 9.6), (20, 9.85), (24, 10.7), (28, 10.9)]"
O[C@@H]([C@H](O)[C@H](O)C(O)=O)[C@@H](O)C(O)=O,"[3.17, 3.97]","[{'type': 'COOH', 'indices': [7]}, {'type': 'COOH', 'indices': [12]}]","{'3.17': {'type': 'COOH', 'indices': [7]}, '3.97': {'type': 'COOH', 'indices': [12]}}","[(7, 3.17), (12, 3.97)]"
Cc1ccccc1S,[7.0],"[{'type': 'Thiol', 'indices': [7]}]","{'7.0': {'type': 'Thiol', 'indices': [7]}}","[(7, 7.0)]"
COc1ccccc1SCC(O)=O,[3.48],"[{'type': 'COOH', 'indices': [11]}]","{'3.48': {'type': 'COOH', 'indices': [11]}}","[(11, 3.48)]"
NCC(=O)NCC(=O)N1CCC[C@H]1C(=O)NCC(O)=O,"[3.17, 8.06]","[{'type': 'COOH', 'indices': [18]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'3.17': {'type': 'COOH', 'indices': [18]}, '8.06': {'type': 'PrimaryAmine', 'indices': [0]}}","[(18, 3.17), (0, 8.06)]"
CCCCN1C=CC=C(O)C1=O,[9.06],"[{'type': 'Phenol', 'indices': [9]}, {'type': 'Pyridine', 'indices': [4]}]","{'9.06': {'type': 'Phenol', 'indices': [9]}}","[(9, 9.06)]"
OC(=O)CSCc1ccccc1,[3.67],"[{'type': 'COOH', 'indices': [0]}]","{'3.67': {'type': 'COOH', 'indices': [0]}}","[(0, 3.67)]"
OC(=O)c1cccc(c1C(O)=O)[N+]([O-])=O,"[2.11, 4.21]","[{'type': 'COOH', 'indices': [0]}, {'type': 'COOH', 'indices': [10]}]","{'2.11': {'type': 'COOH', 'indices': [0]}, '4.21': {'type': 'COOH', 'indices': [10]}}","[(0, 2.11), (10, 4.21)]"
OCCNc1cc(C(O)=O)c(cc1C(O)=O)N(CCO)CCO,"[3.65, 8.29]","[{'type': 'COOH', 'indices': [8]}, {'type': 'COOH', 'indices': [14]}, {'type': 'SecondaryAmine', 'indices': [3]}, {'type': 'TertiaryAmine', 'indices': [16]}]","{'3.65': {'type': 'COOH', 'indices': [8]}, '8.29': {'type': 'SecondaryAmine', 'indices': [3]}}","[(8, 3.65), (3, 8.29)]"
OC(=O)c1ccccc1[N+]([O-])=O,[2.19],"[{'type': 'COOH', 'indices': [0]}]","{'2.19': {'type': 'COOH', 'indices': [0]}}","[(0, 2.19)]"
NCCCO,[10.3],"[{'type': 'PrimaryAmine', 'indices': [0]}]","{'10.3': {'type': 'PrimaryAmine', 'indices': [0]}}","[(0, 10.3)]"
C[C@H](N)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](C)C(O)=O,"[2.93, 3.5, 4.35, 8.3]","[{'type': 'COOH', 'indices': [9]}, {'type': 'COOH', 'indices': [17]}, {'type': 'COOH', 'indices': [25]}, {'type': 'PrimaryAmine', 'indices': [2]}]","{'2.93': {'type': 'COOH', 'indices': [9]}, '3.5': {'type': 'COOH', 'indices': [17]}, '4.35': {'type': 'COOH', 'indices': [25]}, '8.3': {'type': 'PrimaryAmine', 'indices': [2]}}","[(9, 2.93), (17, 3.5), (25, 4.35), (2, 8.3)]"
Cc1ccc(C)c(O)c1,[10.4],"[{'type': 'Phenol', 'indices': [7]}]","{'10.4': {'type': 'Phenol', 'indices': [7]}}","[(7, 10.4)]"
OCc1[nH]ccn1,[7.66],"[{'type': 'Imidazole', 'indices': [6]}]","{'7.66': {'type': 'Imidazole', 'indices': [6]}}","[(6, 7.66)]"
s1cccc1c2cccnc2,[4.41],"[{'type': 'Pyridine', 'indices': [9]}]","{'4.41': {'type': 'Pyridine', 'indices': [9]}}","[(9, 4.41)]"
Nc1ncnc2n(cnc12)C3OC(CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)C(O)C3O,"[1.95, 4.07, 6.62]","[{'type': 'PhosphonicAcid', 'indices': [16]}, {'type': 'PhosphonicAcid', 'indices': [20]}, {'type': 'PhosphonicAcid', 'indices': [24]}, {'type': 'PhosphonicAcid', 'indices': [25]}, {'type': 'ImidazoleLike', 'indices': [6]}, {'type': 'ImidazoleLike', 'indices': [8]}, {'type': 'Aniline', 'indices': [0]}, {'type': 'AliphaticRingAlcohol', 'indices': [28]}, {'type': 'AliphaticRingAlcohol', 'indices': [30]}]","{'1.95': {'type': 'PhosphonicAcid', 'indices': [16]}, '4.07': {'type': 'Aniline', 'indices': [0]}, '6.62': {'type': 'PhosphonicAcid', 'indices': [20]}}","[(16, 1.95), (0, 4.07), (20, 6.62)]"
O[P](O)(=O)Oc1cccc2ccccc12,"[0.9, 5.77]","[{'type': 'PhosphonicAcid', 'indices': [0]}, {'type': 'PhosphonicAcid', 'indices': [2]}]","{'0.9': {'type': 'PhosphonicAcid', 'indices': [0]}, '5.77': {'type': 'PhosphonicAcid', 'indices': [2]}}","[(0, 0.9), (2, 5.77)]"
NCCCCCc1ccccn1,"[5.7, 10.38]","[{'type': 'Pyridine', 'indices': [11]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'5.7': {'type': 'Pyridine', 'indices': [11]}, '10.38': {'type': 'PrimaryAmine', 'indices': [0]}}","[(11, 5.7), (0, 10.38)]"
NCC(O)c1ccccc1,[8.79],"[{'type': 'PrimaryAmine', 'indices': [0]}]","{'8.79': {'type': 'PrimaryAmine', 'indices': [0]}}","[(0, 8.79)]"
s1ccc(c1)c2ccccn2,[4.67],"[{'type': 'Pyridine', 'indices': [10]}]","{'4.67': {'type': 'Pyridine', 'indices': [10]}}","[(10, 4.67)]"
C[C@H](N)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(O)=O)C(O)=O,"[3.14, 3.47, 4.63, 8.28]","[{'type': 'COOH', 'indices': [9]}, {'type': 'COOH', 'indices': [22]}, {'type': 'COOH', 'indices': [25]}, {'type': 'PrimaryAmine', 'indices': [2]}]","{'3.14': {'type': 'COOH', 'indices': [9]}, '3.47': {'type': 'COOH', 'indices': [22]}, '4.63': {'type': 'COOH', 'indices': [25]}, '8.28': {'type': 'PrimaryAmine', 'indices': [2]}}","[(9, 3.14), (22, 3.47), (25, 4.63), (2, 8.28)]"
OC(=O)c1ccc2ccccc2n1,"[2.04, 4.88]","[{'type': 'COOH', 'indices': [0]}, {'type': 'Pyridine', 'indices': [12]}]","{'2.04': {'type': 'COOH', 'indices': [0]}, '4.88': {'type': 'Pyridine', 'indices': [12]}}","[(0, 2.04), (12, 4.88)]"
CC(CC(O)=O)C(O)=O,"[3.95, 5.42]","[{'type': 'COOH', 'indices': [4]}, {'type': 'COOH', 'indices': [7]}]","{'3.95': {'type': 'COOH', 'indices': [4]}, '5.42': {'type': 'COOH', 'indices': [7]}}","[(4, 3.95), (7, 5.42)]"
NCC(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O,"[3.02, 8.14, 9.98]","[{'type': 'COOH', 'indices': [15]}, {'type': 'Phenol', 'indices': [11]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'3.02': {'type': 'COOH', 'indices': [15]}, '8.14': {'type': 'Phenol', 'indices': [11]}, '9.98': {'type': 'PrimaryAmine', 'indices': [0]}}","[(15, 3.02), (11, 8.14), (0, 9.98)]"
CC(C)c1[nH]ccn1,[7.77],"[{'type': 'Imidazole', 'indices': [7]}]","{'7.77': {'type': 'Imidazole', 'indices': [7]}}","[(7, 7.77)]"
Oc1c(Br)cc(Br)c2cccnc12,"[2.6, 7.3]","[{'type': 'Phenol', 'indices': [0]}, {'type': 'Pyridine', 'indices': [11]}]","{'2.6': {'type': 'Phenol', 'indices': [0]}, '7.3': {'type': 'Phenol (guess)', 'indices': [0]}}","[(0, 2.6), (0, 7.3)]"
O[C@H](CO[P](O)(O)=O)[C@@H](O)[C@@H](O)C=O,"[1.5, 6.44]","[{'type': 'PhosphonicAcid', 'indices': [5]}, {'type': 'PhosphonicAcid', 'indices': [6]}]","{'1.5': {'type': 'PhosphonicAcid', 'indices': [5]}, '6.44': {'type': 'PhosphonicAcid', 'indices': [6]}}","[(5, 1.5), (6, 6.44)]"
ONC1=C(CCCCC1)N=O,[10.57],"[{'type': 'NHydroxylamine', 'indices': [0]}]","{'10.57': {'type': 'NHydroxylamine', 'indices': [0]}}","[(0, 10.57)]"
NCC(N)=O,[8.09],"[{'type': 'PrimaryAmine', 'indices': [0]}]","{'8.09': {'type': 'PrimaryAmine', 'indices': [0]}}","[(0, 8.09)]"
CC(C)C[C@H](N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(O)=O,"[3.59, 7.65]","[{'type': 'COOH', 'indices': [23]}, {'type': 'PrimaryAmine', 'indices': [5]}]","{'3.59': {'type': 'COOH', 'indices': [23]}, '7.65': {'type': 'PrimaryAmine', 'indices': [5]}}","[(23, 3.59), (5, 7.65)]"
N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O)C(=O)NCC(O)=O)C(O)=O,"[1.65, 2.5, 3.16, 3.91, 8.66, 9.44]","[{'type': 'COOH', 'indices': [21]}, {'type': 'COOH', 'indices': [28]}, {'type': 'COOH', 'indices': [35]}, {'type': 'COOH', 'indices': [38]}, {'type': 'PrimaryAmine', 'indices': [0]}, {'type': 'PrimaryAmine', 'indices': [19]}]","{'1.65': {'type': 'COOH', 'indices': [21]}, '2.5': {'type': 'COOH', 'indices': [28]}, '3.16': {'type': 'COOH', 'indices': [35]}, '3.91': {'type': 'COOH', 'indices': [38]}, '8.66': {'type': 'PrimaryAmine', 'indices': [0]}, '9.44': {'type': 'PrimaryAmine', 'indices': [19]}}","[(21, 1.65), (28, 2.5), (35, 3.16), (38, 3.91), (0, 8.66), (19, 9.44)]"
N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc2ccccc2)C(O)=O,"[3.26, 7.27]","[{'type': 'COOH', 'indices': [21]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'3.26': {'type': 'COOH', 'indices': [21]}, '7.27': {'type': 'PrimaryAmine', 'indices': [0]}}","[(21, 3.26), (0, 7.27)]"
SC#N,[0.93],"[{'type': 'Thiol', 'indices': [0]}]","{'0.93': {'type': 'Thiol (guess)', 'indices': [0]}}","[(0, 0.93)]"
Cc1ccc(cc1N)[S](O)(=O)=O,[3.64],"[{'type': 'SulfonicAcid', 'indices': [9]}, {'type': 'Aniline', 'indices': [7]}]","{'3.64': {'type': 'Aniline', 'indices': [7]}}","[(7, 3.64)]"
C[C@H](N)C(=O)NCC(=O)NCC(O)=O,"[3.27, 7.89]","[{'type': 'COOH', 'indices': [12]}, {'type': 'PrimaryAmine', 'indices': [2]}]","{'3.27': {'type': 'COOH', 'indices': [12]}, '7.89': {'type': 'PrimaryAmine', 'indices': [2]}}","[(12, 3.27), (2, 7.89)]"
O[C@H](CS)[C@H](O)CS,"[9.02, 9.94]","[{'type': 'Thiol', 'indices': [3]}, {'type': 'Thiol', 'indices': [7]}]","{'9.02': {'type': 'Thiol', 'indices': [3]}, '9.94': {'type': 'Thiol', 'indices': [7]}}","[(3, 9.02), (7, 9.94)]"
OCc1ccccn1,[5.01],"[{'type': 'Pyridine', 'indices': [7]}]","{'5.01': {'type': 'Pyridine', 'indices': [7]}}","[(7, 5.01)]"
CC(=O)N[C@@H](CS)C(O)=O,"[3.09, 9.44]","[{'type': 'COOH', 'indices': [8]}, {'type': 'Thiol', 'indices': [6]}]","{'3.09': {'type': 'COOH', 'indices': [8]}, '9.44': {'type': 'Thiol', 'indices': [6]}}","[(8, 3.09), (6, 9.44)]"
C1CCNCCNCCNCCNCCNCC1,"[8.43, 9.4, 10.03]","[{'type': 'SecondaryAmine', 'indices': [3]}, {'type': 'SecondaryAmine', 'indices': [6]}, {'type': 'SecondaryAmine', 'indices': [9]}, {'type': 'SecondaryAmine', 'indices': [12]}, {'type': 'SecondaryAmine', 'indices': [15]}]","{'8.43': {'type': 'SecondaryAmine', 'indices': [3]}, '9.4': {'type': 'SecondaryAmine', 'indices': [6]}, '10.03': {'type': 'SecondaryAmine', 'indices': [9]}}","[(3, 8.43), (6, 9.4), (9, 10.03)]"
C(Cc1ccccn1)c2ccccn2,"[3.99, 5.8]","[{'type': 'Pyridine', 'indices': [7]}, {'type': 'Pyridine', 'indices': [13]}]","{'3.99': {'type': 'Pyridine', 'indices': [7]}, '5.8': {'type': 'Pyridine', 'indices': [13]}}","[(7, 3.99), (13, 5.8)]"
Oc1ccc(c2ccccc12)[S](O)(=O)=O,[8.05],"[{'type': 'SulfonicAcid', 'indices': [12]}, {'type': 'Phenol', 'indices': [0]}]","{'8.05': {'type': 'Phenol', 'indices': [0]}}","[(0, 8.05)]"
s1ccc(c1)c2ccncc2,[5.6],"[{'type': 'Pyridine', 'indices': [8]}]","{'5.6': {'type': 'Pyridine', 'indices': [8]}}","[(8, 5.6)]"
OC(=O)COc1ccccc1,[3.1],"[{'type': 'COOH', 'indices': [0]}]","{'3.1': {'type': 'COOH', 'indices': [0]}}","[(0, 3.1)]"
CCSCCc1ccccn1,[5.33],"[{'type': 'Pyridine', 'indices': [10]}]","{'5.33': {'type': 'Pyridine', 'indices': [10]}}","[(10, 5.33)]"
CC(=O)NCC(=O)NCC(=O)NCC(=O)N[C@@H](Cc1c[nH]cn1)C(O)=O,"[3.04, 7.09]","[{'type': 'COOH', 'indices': [24]}, {'type': 'Imidazole', 'indices': [22]}]","{'3.04': {'type': 'COOH', 'indices': [24]}, '7.09': {'type': 'Imidazole', 'indices': [22]}}","[(24, 3.04), (22, 7.09)]"
CC(C)C[C@H](NC(=O)[C@@H](CC(C)C)NC(=O)CN)C(O)=O,"[3.46, 8.15]","[{'type': 'COOH', 'indices': [19]}, {'type': 'PrimaryAmine', 'indices': [17]}]","{'3.46': {'type': 'COOH', 'indices': [19]}, '8.15': {'type': 'PrimaryAmine', 'indices': [17]}}","[(19, 3.46), (17, 8.15)]"
CC1CC(C)NCCNCCNCCN1,"[9.76, 11.4]","[{'type': 'SecondaryAmine', 'indices': [5]}, {'type': 'SecondaryAmine', 'indices': [8]}, {'type': 'SecondaryAmine', 'indices': [11]}, {'type': 'SecondaryAmine', 'indices': [14]}]","{'9.76': {'type': 'SecondaryAmine', 'indices': [5]}, '11.4': {'type': 'SecondaryAmine', 'indices': [8]}}","[(5, 9.76), (8, 11.4)]"
CC(C)C[C@H](NC(=O)[C@@H]1CCCN1)C(O)=O,"[3.09, 9.04]","[{'type': 'COOH', 'indices': [14]}, {'type': 'SecondaryAmine', 'indices': [12]}]","{'3.09': {'type': 'COOH', 'indices': [14]}, '9.04': {'type': 'SecondaryAmine', 'indices': [12]}}","[(14, 3.09), (12, 9.04)]"
ONC(=O)CCCC(O)=O,"[4.37, 9.39]","[{'type': 'COOH', 'indices': [8]}, {'type': 'NHydroxylamine', 'indices': [0]}]","{'4.37': {'type': 'COOH', 'indices': [8]}, '9.39': {'type': 'NHydroxylamine', 'indices': [0]}}","[(8, 4.37), (0, 9.39)]"
CC(C)(C#N)C(O)=O,[2.42],"[{'type': 'COOH', 'indices': [6]}]","{'2.42': {'type': 'COOH', 'indices': [6]}}","[(6, 2.42)]"
OC(=O)C1(O)CCCCCC1,[4.07],"[{'type': 'COOH', 'indices': [0]}, {'type': 'AliphaticRingAlcohol', 'indices': [4]}]","{'4.07': {'type': 'COOH', 'indices': [0]}}","[(0, 4.07)]"
CC(C)(C(O)=O)C(O)=O,"[3.0, 5.68]","[{'type': 'COOH', 'indices': [4]}, {'type': 'COOH', 'indices': [7]}]","{'3.0': {'type': 'COOH', 'indices': [4]}, '5.68': {'type': 'COOH', 'indices': [7]}}","[(4, 3.0), (7, 5.68)]"
OC(=O)C1(CCC1)C(O)=O,"[2.9, 5.36]","[{'type': 'COOH', 'indices': [0]}, {'type': 'COOH', 'indices': [8]}]","{'2.9': {'type': 'COOH', 'indices': [0]}, '5.36': {'type': 'COOH', 'indices': [8]}}","[(0, 2.9), (8, 5.36)]"
CC1(C)CNCCNCCNCCNC1,"[9.95, 11.4]","[{'type': 'SecondaryAmine', 'indices': [4]}, {'type': 'SecondaryAmine', 'indices': [7]}, {'type': 'SecondaryAmine', 'indices': [10]}, {'type': 'SecondaryAmine', 'indices': [13]}]","{'9.95': {'type': 'SecondaryAmine', 'indices': [4]}, '11.4': {'type': 'SecondaryAmine', 'indices': [7]}}","[(4, 9.95), (7, 11.4)]"
NCC(O)CN,"[8.31, 9.85]","[{'type': 'PrimaryAmine', 'indices': [0]}, {'type': 'PrimaryAmine', 'indices': [5]}]","{'8.31': {'type': 'PrimaryAmine', 'indices': [0]}, '9.85': {'type': 'PrimaryAmine', 'indices': [5]}}","[(0, 8.31), (5, 9.85)]"
